title,url,content,company
"서부발전, 1인 1RPA 기술 도입",http://www.epj.co.kr/news/articleView.html?idxno=26073,작성을 RPA로 구현해 활용하는 모습 한국서부발전(사장 김병숙)이 발전소 현장 근무자 업무환경 디지털화를 위해 나섰다. 서부발전은 10월 16일 공공기관 최초로 '1인 1RPA(로봇 프로세스 자동화)' 기술을 도입한다고...,일렉트릭파워
"레인보우브레인, RPA·챗봇·AI 결합 공개",http://news.mt.co.kr/mtview.php?no=2020102315210435583,"AI(인공지능)·RPA(로봇프로세스자동화) 전문기업 레인보우브레인이 오는 27일 서울 코엑스에서 열리는 '인공지능대전'(AI EXPO 2020)에서 RPA와 챗봇, AI가 결합된 기술 사례를 공개한다. 이번 '인공지능대전'에서...",머니투데이
"그리드원, 모바일 RPA 기능 제공",http://www.datanet.co.kr/news/articleView.html?idxno=149570, 그리드원(대표 김계관)은 지능형 RPA 솔루션 '오토메이트원(AutomateOne)'을 모바일에서도 구현할 수 있는... 최근 NH농협은행이 모바일 환경에서 고객관점으로 작동하는 RPA 장애점검 시스템을 구현한 것도 그리드원...,데이터넷
"한경닷컴, ‘K-디지털트레이닝’ 디지털트랜스포메이션(DT)과정 교육생모집",https://www.hankyung.com/economy/article/202011062315a,"(AI), RPA등 4차 산업 핵심기술을 통한 SW전문 인력을 양성한다. K-디지털트래이닝은 ‘한국형 뉴딜’을 통해... 한경닷컴은 이 사업의 공식 훈련기관으로 빅데이터 분석과 인공지능(AI), RPA를 조합한 “빅데이터 분석을...",한국경제
"오렌지라이프, 인공지능 접목 '인지기반 RPA' 도입",http://www.etnews.com/20191209000358,"오렌지라이프는 로보틱 프로세스 자동화(RPA) 시스템을 인지기반(Cognitive) RPA로 확장했다고 9일 밝혔다. 기존 RPA의 경우 '인간의 행동'을 모방하는 단순 규칙 기반 반복적인 업무 자동화만 가능했다면, 인지기반...",전자신문언론사 선정
"유아이패스, 차세대 오토메이션 플랫폼 공개",http://www.datanet.co.kr/news/articleView.html?idxno=153095,"로우코드 기능을 사용하면 복잡한 코딩 작업 없이도 누구나 새로운 비즈니스 애플리케이션 개발에 RPA... 유아이패스는 SaaS 오퍼링인 오토메이션 클라우드(Automation Cloud) 고객을 대상으로 RPA 관리, AI, 데이터...",데이터넷
"동원대, 로봇 사무업무 주문식 교육과정 조기취업 100% 달성",http://news.unn.net/news/articleView.html?idxno=236705,이걸우)가 RPA(Robotic Process Automation: 로봇 사무업무 자동화) 분야 산업체 주문식 교육을 실시해 100% 조기취업을 앞두고 있다. 동원대는 7월 27일부터 8월 14일까지 3주간 스마트ICT융합과 14명의 재학생을 대상으로 RPA...,한국대학신문
"농협중앙회, 로봇 업무 자동화 포털 'NH RPA 포털' 오픈",http://www.etnews.com/20200401000320,농협중앙회(회장 이성희)는 1일 업무 자동화 포털인 'NH RPA포털'을 오픈했다고 밝혔다. RPA는 소프트웨어 로봇으로 업무를 자동화하는 디지털 신기술이다. 이번에 오픈한 농협중앙회의 'NH RPA포털'은 전국 1118개 농축협과...,전자신문언론사 선정
개인도 코딩 없이 간단하게 RPA 봇 만든다,https://www.zdnet.co.kr/view/?no=20200619085715,"지난해부터 금융사를 중심으로 기업에서 로봇프로세스자동화(RPA)를 적극 도입하며 직원의 업무효율을 높이고 있다. RPA는 반복작업을 로봇이 대신 수행하는 자동화 솔루션이다. 언택트, 업무시간 단축 등으로 대표되는...",ZDNet Korea언론사 선정
"농협은행, 디지털 인력 ‘1000명’ 넘었다…손병환표 ‘디지털 리더십’ 효과",http://www.ajunews.com/view/20201110150559536,데이터사업부 신설 맞춤형 서비스 AI 연계 지능형 RPA도 도입 예정 한영훈 기자 han@ajunews.com [그래픽... 농협은행은 은행권 최초로 로봇 프로세스 자동화(RPA)를 불완전판매 사후점검에 적용했다. 여기에 인공지능(AI)을...,아주경제
"현대오토에버, RPA를 체험할 수 있는 ‘무료교육’ 개최",http://theleader.mt.co.kr/articleView.html?no=2020082609367867850,현대오토에버는 완성차 부품협력사의 디지털 혁신을 지원하기 위해 인공지능(AI)과 IT 서비스 역량이 집약된 RPA(Robotic Process Automation)를 소개하고 8월 18일부터 21일까지 4일간에 걸쳐 RPA 기초부터 도입까지의...,더리더
[2020 헤럴드 투자대상:최고 정확도상-KB증권] RPA도입 분석력 강화…‘리서치...,http://news.heraldcorp.com/view.php?ud=20201029000737,또 업종별 데이터 취합·정리 등 단순반복 업무를 자동화하는 로봇프로세스자동화(RPA) 등 디지털 혁신 방안을 적극 도입해 리서치 인력들이 수준 높은 분석 업무에 집중할 수 있는 환경을 조성한 것도 도움이 됐다....,헤럴드경제
"데브멘토, 24일 ‘2020 RPA 쇼케이스’ 세미나 개최",http://www.etnews.com/20200812000189,"뉴노멀 시대의 업무효율 증대를 위한 최적화 솔루션으로 로보틱 프로세스 자동화(RPA)가 부각되고 있는 가운데, RPA 도입을 통해 디지털 트랜스포메이션을 준비하는 기업 사례가 소개된다. IT포털 데브멘토는 이달 24일...",전자신문
"포스코ICT-에프앤가이드, RPA사업 업무 협약 체결",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2052336,대상 RPA 확산을 위한 MOU를 체결하고 기념 촬영하고 있다. 포스코ICT(대표 손건재)가 금융정보 서비스 기업인 에프앤가이드(대표 김군호·이철순)와 RPA(Robot Process Automation)사업을 공동으로 추진하기로 했다. 양사는...,경북일보
"[RPA 프랙티스 2020]LG CNS, RPA로 제조 공급망 경쟁력 강화",http://www.etnews.com/20200924000132,"LG CNS는 LG그룹 제조 공급망을 로봇프로세스자동화(RPA)로 개선, 경쟁력을 강화했다. 제조업계가 직면한 인재 부족과 기술 격차를 RPA로 해결했다. 딜로이트가 발표한 '제조 기술 지수'에 따르면 제조 경쟁력 첫 번째...",전자신문언론사 선정
중소기업 역량 강화를 위한 재직자 대상 무료 RPA교육 실시,https://www.hankyung.com/economy/article/202010127409a,서울 영등포에 위치한 한경닷컴 IT교육센터에서는 한국산업인력관리공단이 시행하는 국가인적자원개발 컨소시엄 사업과 연계하여 중소기업 재직자를 대상으로 RPA교육을 실시한다. RPA(Robotic Process Automation...,한국경제
"흥국화재, RPA 확산으로 업무개선 ‘디지털혁신’ 추진",http://www.joseilbo.com/news/news_read.php?uid=402184&class=52&grp=,태광그룹 금융 계열사인 흥국화재가 RPA프로젝트를 확산하고 업무 시간을 대폭 절감하는 디지털혁신 업무를 추진하고 있다고 16일 밝혔다. 로봇 프로세스 자동화(RPA : Robotic Process Automation) 시스템인 RPA는 로봇을...,조세일보
"신한은행, AI·RPA를 활용해 자금세탁방지 보고 체계 고도화",http://www.lawissue.co.kr/view.php?ud=202009081645121318204ead0791_12,"신한은행(은행장 진옥동)은 자금세탁방지(AML) 업무에 AI(머신러닝), RPA 등 디지털 기술을 적용하는... 또한 자금세탁 의심거래 보고를 위한 정보 수집에 RPA를 도입해 금융정보의 수집 및 정리 업무를 자동화하고...",로이슈
AI·RPA 이용한 통관 자동화 기업 나왔다,http://www.fnnews.com/news/202003050937416371,LG CNS가 사내벤처 프로그램으로 육성한 로봇프로세스자동화(RPA)·인공지능(AI) 통관 분야 전문기업이... 세인이 보유한 2000여곳 기업고객에게 전달되는 물품 통관 업무에 LG CNS와 햄프킹이 국내 최초로 RPA와 AI 기술을...,파이낸셜뉴스
[ICT시사용어]로봇처리자동화(RPA),http://www.etnews.com/20200521000208,"로봇처리자동화(RPA)는 로봇이나 소프트웨어(SW) 등을 통해 비즈니스, 노동 등 업무를 실행하는 기술이다. RPA 수행 로봇 또는 SW는 데이터를 수집·해석해서 업무에 활용하는 등 광범위한 반복 작업을 수행한다. 단순...",전자신문언론사 선정
"송파구, 지자체 최초로 로봇 직원(RPA) 채용...민원처리결과 보고서 작성 등",https://view.asiae.co.kr/article/2020092106465282020,송파구(구청장 박성수)는 서울 지자체 최초로 지난 7월1일부터 행정업무에 로봇직원(RPA)을 채용하여 업무 처리시간을 획기적으로 단축했다고 밝혔다. 로봇직원(RPA)이란 사람이 수행하던 단순·반복업무를 SW로봇이 대신...,아시아경제
"이앤씨지엘에스-비에이템, RPA 솔루션 추진",http://www.incheonilbo.com/news/articleView.html?idxno=1064180,"인천일보, INCHEONILBO 종합물류기업인 ㈜이앤씨지엘에스와 RPA 전문기업 ㈜비에이템이 물류분야 RPA 공동 솔루션 사업을 추진하기로 했다. 오인호 ㈜이앤씨지엘에스 대표와 박한규 ㈜비에이템 대표는 업무협약을...",인천일보
"오토메이션애니웨어, SaaS형 RPA 패키지 출시",https://www.zdnet.co.kr/view/?no=20200519112443,로보틱 프로세스 자동화(RPA) 전문 기업 오토메이션애니웨어는 클라우드 네이티브 웹 기반 디지털 워크포스 플랫폼의 SaaS 제품 ‘오토메이션애니웨어 엔터프라이즈 A2019 클라우드 RPA 패키지’를 19일 발표했다. 전...,ZDNet Korea
'단순 반복 업무는 로봇에게'…삼양그룹 RPA 도입으로 생산성 높여,https://biz.chosun.com/site/data/html_dir/2020/04/27/2020042701652.html?utm_source=naver&utm_medium=original&utm_campaign=biz,삼양그룹이 업무 생산성을 높이기 위해 로봇프로세스자동화(RPA)기술을 확대 적용한다고 27일 밝혔다. RPA는 단순 반복 업무를 자동화해 주는 소프트웨어 기술이다. 특정시간 때마다 반복적으로 해야 하는 1일 판매량...,조선비즈
"국민銀, RPA 적용으로 125만 업무시간 줄인다",https://www.paxnetnews.com/articles/60330,"Automation, RPA)' 적용, 단순 반복 업무를 자동화해 업무 효율성을 대폭 강화한다. 국민은행은 은행 내 183개 업무에 RPA를 통한 업무 자동화를 구현했다고 11일 밝혔다. 이에 따라 총 125만 시간의 업무시간이 줄어들...",팍스넷뉴스
'성공하는 RPA를 위한 프로세스 마이닝 워크숍' 22일 잠실역 개최,http://www.etnews.com/20201006000007,"최근 RPA를 도입했거나 도입을 검토하고 있는 기업이 증가하고 있으며, 이는 최신 다양한 RPA 솔루션을 이용하여 복잡한 협업업무를 자동화할 수 있는 디지털 노동력(Digital Workforce)의 필요성이 더욱 커졌기...",전자신문
"코로나19 시대, e-업무수첩·RPA·챗봇으로 업무도 스마트하게",http://www.boannews.com/media/view.asp?idx=91429&kind=2,"이 자리에서 남부발전은 e-업무수첩을 중심으로 업무자동화(RPA)와 챗봇, 스마트보고시스템 등 디지털... 재택근무 시 연속 업무도 가능하며, 데이터의 꾸준한 축적으로 업무 효율화에도 도움이 된다.RPA(Robotic Process...",보안뉴스
"삼성SDS Brity RPA, 국내 최초로 가트너 매직쿼드런트 등재",http://www.boannews.com/media/view.asp?idx=90682&kind=,삼성SDS의 Brity(브리티) RPA가 국내 최초로 RPA(로봇 프로세스 자동화) 부문 ‘2020년 가트너 매직쿼드런트(MQ)’에 등재됐다.매직쿼드런트는 IT 리서치/컨설팅 기업 가트너가 매년 사업 수행 역량과 비전...,보안뉴스
